co2TailpipeGpm,cylinders,displ,drive,feScore,fuelType,make,UCity,UHighway,VClass,year,startStop,lv4,pv4,am
413,6,3.6,All-Wheel Drive,5,Gasoline or E85,Chrysler,23,38.1,Large Cars,2013,N,16,106,A
386,6,3.6,Rear-Wheel Drive,6,Gasoline or E85,Chrysler,24,43.1,Large Cars,2013,N,16,106,A
503,8,5.7,All-Wheel Drive,4,Midgrade,Dodge,18.1499,32.5997,Large Cars,2013,N,16,105,A
476,8,5.7,Rear-Wheel Drive,4,Midgrade,Dodge,19.3,34.5,Large Cars,2013,N,16,105,A
425,6,3.6,Rear-Wheel Drive,5,Regular,Dodge,22.2,37.5,Large Cars,2013,N,16,105,A
413,6,3.6,All-Wheel Drive,5,Regular,Dodge,23,38.1,Large Cars,2013,N,16,105,A
386,6,3.6,Rear-Wheel Drive,6,Regular,Dodge,24,43.1,Large Cars,2013,N,16,105,A
425,6,3.6,Rear-Wheel Drive,5,Gasoline or E85,Dodge,22.2,37.5,Large Cars,2013,N,16,105,A
413,6,3.6,All-Wheel Drive,5,Gasoline or E85,Dodge,23,38.1,Large Cars,2013,N,16,105,A
386,6,3.6,Rear-Wheel Drive,6,Gasoline or E85,Dodge,24,43.1,Large Cars,2013,N,16,105,A
520,8,6.4,Rear-Wheel Drive,4,Premium,Dodge,17.4,31.8,Large Cars,2013,N,16,105,A
222,4,2,Front-Wheel Drive,10,Regular,Ford,60.4817,58.4057,Large Cars,2013,Y,24,100,A
413,6,3,Rear-Wheel Drive,5,Premium,BMW,22.709,39.2785,Subcompact Cars,2013,N,16,88,A
405,6,3,Rear-Wheel Drive,5,Premium,BMW,23.3795,39.1134,Subcompact Cars,2013,N,16,88,M
341,6,3,Rear-Wheel Drive,7,Premium,BMW,28.7578,46.1117,Compact Cars,2013,N,13,96,A
309,4,1.6,Front-Wheel Drive,8,Premium,MINI,33.9,45.5,Compact Cars,2013,Y,16,87,M
333,4,2,Front-Wheel Drive,7,Regular,Suzuki,29.1254,46.3629,Compact Cars,2013,N,16,88,M
317,4,2,Front-Wheel Drive,7,Regular,Suzuki,32.516,45.1901,Compact Cars,2013,N,16,88,A
339,4,2,Front-Wheel Drive,7,Regular,Suzuki,28.841,44.708,Compact Cars,2013,N,16,88,M
344,4,2,Front-Wheel Drive,7,Regular,Suzuki,29.4352,41.5661,Compact Cars,2013,N,16,88,A
344,4,2.4,Front-Wheel Drive,7,Regular,Suzuki,29.2794,42.3947,Compact Cars,2013,Y,13,92,A
361,4,2.4,Front-Wheel Drive,6,Regular,Suzuki,26.7092,43.0035,Compact Cars,2013,Y,13,92,M
373,4,2.4,Front-Wheel Drive,6,Regular,Suzuki,25.8524,41.3959,Compact Cars,2013,Y,13,92,M
350,4,2.4,All-Wheel Drive,6,Regular,Suzuki,28.7062,41.5858,Compact Cars,2013,Y,13,92,A
357,4,2.4,All-Wheel Drive,6,Regular,Suzuki,28.0744,40.8321,Compact Cars,2013,Y,13,92,A
424,8,4,All-Wheel Drive,5,Premium,Audi,21.7885,38.4,Midsize Cars,2013,Y,15,100,A
313,6,3,Rear-Wheel Drive,7,Premium,BMW,32.7097,46.4664,Compact Cars,2013,Y,10,96,A
346,6,3,Rear-Wheel Drive,7,Premium,BMW,28.2943,41.9998,Midsize Cars,2013,Y,10,102,A
477,8,4.4,All-Wheel Drive,4,Premium,BMW,19.4941,33.6143,Midsize Cars,2013,N,14,102,A
517,8,4.4,Rear-Wheel Drive,4,Premium,BMW,18.1212,30,Midsize Cars,2013,N,14,102,M
554,8,4.4,Rear-Wheel Drive,3,Premium,BMW,16.8051,28.2359,Midsize Cars,2013,N,14,102,A
458,8,4.4,Rear-Wheel Drive,4,Premium,BMW,20.6608,34.2937,Compact Cars,2013,N,16,97,A
473,8,4.4,All-Wheel Drive,4,Premium,BMW,19.9917,33.0696,Compact Cars,2013,N,16,97,A
517,8,4.4,Rear-Wheel Drive,4,Premium,BMW,18.1212,30,Compact Cars,2013,N,16,97,M
554,8,4.4,Rear-Wheel Drive,3,Premium,BMW,16.8051,28.2359,Compact Cars,2013,N,16,97,A
407,4,2,Front-Wheel Drive,5,Regular,Buick,23.7,37.4,Midsize Cars,2013,N,13,98,A
211,4,2,Front-Wheel Drive,10,Regular,Ford,60.4817,58.4057,Midsize Cars,2013,Y,16,101,A
302,4,1.6,Front-Wheel Drive,8,Regular,Ford,32.5,52.4,Midsize Cars,2013,N,16,100,M
320,4,1.6,Front-Wheel Drive,7,Regular,Ford,29.8827,50.3592,Midsize Cars,2013,N,16,100,A
340,4,2,Front-Wheel Drive,7,Regular,Ford,28.5,46.6,Midsize Cars,2013,N,16,100,A
339,4,2.5,Front-Wheel Drive,7,Regular,Ford,28.2968,47.3875,Midsize Cars,2013,N,16,100,A
354,4,2,All-Wheel Drive,6,Regular,Ford,27.5792,44.1595,Midsize Cars,2013,N,16,100,A
460,8,4,All-Wheel Drive,4,Premium,Audi,19.8586,33.9,Large Cars,2013,N,15,107,A
565,12,6.3,All-Wheel Drive,3,Premium,Audi,15.9,25.7,Large Cars,2013,N,15,107,A
432,6,3,All-Wheel Drive,5,Premium,BMW,22.3781,36.9673,Large Cars,2013,N,10,112,A
480,8,4.4,Rear-Wheel Drive,4,Premium,BMW,19.5061,33.194,Large Cars,2013,N,10,112,A
473,8,4.4,All-Wheel Drive,4,Premium,BMW,19.9917,33.0696,Large Cars,2013,N,10,112,A
399,6,3,Rear-Wheel Drive,5,Premium,BMW,23.8983,39.8424,Large Cars,2013,N,17,107,A
399,6,3,Rear-Wheel Drive,5,Premium,BMW,23.8983,39.8424,Large Cars,2013,N,18,115,A
400,6,3,All-Wheel Drive,5,Premium,BMW,23.9374,39.0499,Large Cars,2013,N,18,115,A
458,8,4.4,Rear-Wheel Drive,4,Premium,BMW,20.6608,34.2937,Large Cars,2013,N,14,106,A
480,8,4.4,Rear-Wheel Drive,4,Premium,BMW,19.5061,33.194,Large Cars,2013,N,14,115,A
473,8,4.4,All-Wheel Drive,4,Premium,BMW,19.9917,33.0696,Large Cars,2013,N,14,106,A
473,8,4.4,All-Wheel Drive,4,Premium,BMW,19.9917,33.0696,Large Cars,2013,N,14,115,A
480,8,4.4,Rear-Wheel Drive,4,Premium,BMW,19.5061,33.194,Large Cars,2013,N,14,106,A
480,8,4.4,Rear-Wheel Drive,4,Premium,BMW,19.5061,33.194,Large Cars,2013,N,14,115,A
473,8,4.4,All-Wheel Drive,4,Premium,BMW,19.9917,33.0696,Large Cars,2013,N,14,106,A
473,8,4.4,All-Wheel Drive,4,Premium,BMW,19.9917,33.0696,Large Cars,2013,N,14,115,A
586,12,6,Rear-Wheel Drive,3,Premium,BMW,15.5,28.2,Large Cars,2013,N,14,115,A
580,12,6.6,Rear-Wheel Drive,3,Premium,Rolls-Royce,15.1,26.4,Large Cars,2013,N,14,111,A
580,12,6.6,Rear-Wheel Drive,3,Premium,Rolls-Royce,15.1,26.4,Large Cars,2013,N,14,118,A
318,4,2,Front-Wheel Drive,7,Premium,Acura,30.3,49.7,Compact Cars,2013,N,12,89,A
361,4,2.4,Front-Wheel Drive,6,Premium,Acura,26.7,42.9,Compact Cars,2013,N,12,89,M
228,4,1.5,Front-Wheel Drive,9,Premium,Acura,52.2498,58.4359,Compact Cars,2013,Y,12,89,A
370,4,2.4,Front-Wheel Drive,6,Premium,Acura,26.5,40.9,Compact Cars,2013,N,14,95,M
346,4,2.4,Front-Wheel Drive,7,Premium,Acura,28.1,44.3,Compact Cars,2013,N,14,95,A
392,6,3.5,Front-Wheel Drive,6,Premium,Acura,24.5,39.5,Compact Cars,2013,N,14,95,A
377,4,2,All-Wheel Drive,6,Premium or E85,Audi,25.8291,40.6029,Compact Cars,2013,N,12,91,A
371,4,2,Front-Wheel Drive,6,Regular,Buick,26,42,Compact Cars,2013,N,14,91,A
426,6,3.6,All-Wheel Drive,5,Regular,Cadillac,22.4,36.7,Compact Cars,2013,N,10,91,A
426,6,3.6,All-Wheel Drive,5,Gasoline or E85,Cadillac,22.4,36.7,Compact Cars,2013,N,10,91,A
406,6,3.6,Rear-Wheel Drive,5,Gasoline or E85,Cadillac,23.6,38.8,Compact Cars,2013,N,10,91,A
406,6,3.6,Rear-Wheel Drive,5,Regular,Cadillac,23.6,38.8,Compact Cars,2013,N,10,91,A
209,4,1.3,Front-Wheel Drive,10,Regular,Honda,55.4695,63.3594,Compact Cars,2013,Y,16,85,A
209,4,1.3,Front-Wheel Drive,10,Regular,Honda,55.6,63.5794,Compact Cars,2013,Y,16,85,A
383,6,3.5,Front-Wheel Drive,6,Premium,Acura,25.1,40.7,Midsize Cars,2013,Y,13,98,A
441,6,3.7,All-Wheel Drive,5,Premium,Acura,21.9,34.4,Midsize Cars,2013,N,13,98,M
419,6,3.7,All-Wheel Drive,5,Premium,Acura,23,36.5,Midsize Cars,2013,N,13,98,A
475,8,4,All-Wheel Drive,4,Premium,Audi,19,33.3,Midsize Cars,2013,N,15,100,A
688,8,6.8,Rear-Wheel Drive,2,Premium,Bentley,12.9,21.8,Midsize Cars,2013,N,11,100,A
371,4,2,Front-Wheel Drive,6,Regular,Chevrolet,26,42,Midsize Cars,2013,N,16,95,A
303,4,2.4,Front-Wheel Drive,8,Regular,Honda,33.6821,48.9408,Midsize Cars,2013,N,16,103,A
323,4,2.4,Front-Wheel Drive,7,Regular,Honda,30.2036,48.6929,Midsize Cars,2013,N,16,103,M
349,6,3.5,Front-Wheel Drive,6,Regular,Honda,26.643,48.3999,Midsize Cars,2013,N,16,103,A
362,6,3.5,Front-Wheel Drive,6,Regular,Honda,26.0702,45.1834,Midsize Cars,2013,N,16,103,A
413,6,3.5,Front-Wheel Drive,5,Regular,Honda,22.7499,39.2494,Midsize Cars,2013,N,16,103,M
410,6,3.5,Front-Wheel Drive,5,Premium,Nissan,24.1442,36.1035,Midsize Cars,2013,N,14,96,A
389,6,3.3,Front-Wheel Drive,6,Regular,Hyundai,25.6399,41.6798,Large Cars,2013,N,16,106,A
254,4,1.6,Front-Wheel Drive,9,Regular,Nissan,42.8341,59.2591,Compact Cars,2013,N,15,90,A
296,4,1.6,Front-Wheel Drive,8,Regular,Nissan,35.8,51.1,Compact Cars,2013,N,15,90,M
296,4,1.6,Front-Wheel Drive,8,Regular,Nissan,34.7,51.7,Compact Cars,2013,N,15,90,A
295,4,2.4,Front-Wheel Drive,8,Regular,Honda,34.3222,51.0621,Midsize Cars,2013,N,16,103,A
409,6,3.7,Rear-Wheel Drive,5,Premium,Infiniti,23.7778,37.181,Midsize Cars,2013,N,14,99,A
453,6,3.7,Rear-Wheel Drive,5,Premium,Infiniti,20.7457,34.7496,Midsize Cars,2013,N,14,99,M
434,6,3.7,All-Wheel Drive,5,Premium,Infiniti,22.2543,35.1361,Midsize Cars,2013,N,14,99,A
313,4,1.6,Front-Wheel Drive,7,Regular,Ford,30.8291,51.8119,Midsize Cars,2013,N,16,100,A
475,8,5,Rear-Wheel Drive,4,Premium,Lexus,19.6,32.1,Subcompact Cars,2013,N,11,88,A
408,6,3.5,All-Wheel Drive,5,Premium,Lexus,24,36.1,Subcompact Cars,2013,N,11,88,A
400,6,3.5,Rear-Wheel Drive,5,Premium,Lexus,24.3,37.7,Subcompact Cars,2013,N,11,88,A
382,6,2.5,All-Wheel Drive,6,Premium,Lexus,26,38.1,Subcompact Cars,2013,N,11,88,A
367,6,2.5,Rear-Wheel Drive,6,Premium,Lexus,26.5643,41.4776,Subcompact Cars,2013,N,11,88,A
377,4,2,All-Wheel Drive,6,Regular,Cadillac,25.4,41.9,Compact Cars,2013,N,10,91,A
340,4,2,Front-Wheel Drive,7,Regular,Lincoln,28.5,46.6,Midsize Cars,2013,N,16,99,A
354,4,2,All-Wheel Drive,6,Regular,Lincoln,27.5792,44.1595,Midsize Cars,2013,N,16,99,A
425,6,3.7,All-Wheel Drive,5,Regular,Lincoln,22.7,36.2,Midsize Cars,2013,N,16,99,A
408,6,3.7,Front-Wheel Drive,5,Regular,Lincoln,23.3,38.6,Midsize Cars,2013,N,16,99,A
233,4,2,Front-Wheel Drive,9,Regular,Lincoln,60.4817,58.4057,Midsize Cars,2013,Y,12,99,A
350,6,3,Rear-Wheel Drive,6,Premium,BMW,28.2457,43.1236,Large Cars,2013,Y,10,115,A
420,6,3.5,Rear-Wheel Drive,5,Premium,Lotus,21.4739,34.6744,Minicompact Cars,2013,N,2,48,M
433,6,3.5,Rear-Wheel Drive,5,Premium,Lotus,20.8037,33.7799,Minicompact Cars,2013,N,2,48,M
390,6,3.5,Rear-Wheel Drive,6,Premium,Lotus,23.6704,38.4454,Minicompact Cars,2013,N,2,48,A
402,6,3.5,Rear-Wheel Drive,5,Premium,Lotus,22.4536,37.5581,Minicompact Cars,2013,N,2,48,A
363,4,2,Rear-Wheel Drive,6,Regular,Cadillac,26.2996,43.8,Compact Cars,2013,N,10,91,A
298,4,1.4,Front-Wheel Drive,8,Regular,Chevrolet,35,48,Midsize Cars,2013,Y,19,91,M
318,4,1.4,Front-Wheel Drive,7,Regular,Chevrolet,31.8,47,Midsize Cars,2013,Y,19,91,A
426,6,3,Rear-Wheel Drive,5,Premium,Jaguar,21.8,38.7,Midsize Cars,2013,N,18,95,A
461,6,3,All-Wheel Drive,4,Premium,Jaguar,19.9,35.9,Midsize Cars,2013,N,18,95,A
468,8,4.6,Rear-Wheel Drive,4,Premium,Lexus,20.1,33.5,Midsize Cars,2013,N,14,103,A
485,8,4.6,All-Wheel Drive,4,Premium,Lexus,19.4195,32.0599,Midsize Cars,2013,N,14,103,A
468,8,4.6,Rear-Wheel Drive,4,Premium,Lexus,20.1,33.5,Midsize Cars,2013,N,14,102,A
485,8,4.6,All-Wheel Drive,4,Premium,Lexus,19.4195,32.0599,Midsize Cars,2013,N,14,102,A
504,8,5,Rear-Wheel Drive,4,Premium,Jaguar,18.4,32,Large Cars,2013,N,18,102,A
504,8,5,Rear-Wheel Drive,4,Premium,Jaguar,18.4,32,Large Cars,2013,N,18,109,A
468,6,3,All-Wheel Drive,4,Premium,Jaguar,20,34.1,Large Cars,2013,N,18,102,A
471,6,3,All-Wheel Drive,4,Premium,Jaguar,19.9,34,Large Cars,2013,N,18,109,A
129,4,2,Front-Wheel Drive,10,Regular Gas and Electricity,Ford,55,51.4,Midsize Cars,2013,Y,19,100,A
386,4,2,Rear-Wheel Drive,6,Regular,Cadillac,24.5491,41.6,Compact Cars,2013,N,10,91,M
500,8,5,Rear-Wheel Drive,4,Premium,Jaguar,18.6437,31.8935,Midsize Cars,2013,N,18,95,A
336,6,3.5,Rear-Wheel Drive,7,Premium,Mercedes-Benz,31.3974,41.9549,Midsize Cars,2013,Y,13,98,A
402,6,3,Rear-Wheel Drive,6,Diesel,Mercedes-Benz,27.3,45.6,Midsize Cars,2013,N,14,97,A
292,4,1.8,Front-Wheel Drive,8,Regular,Nissan,34.9,50.8,Midsize Cars,2013,N,15,96,M
263,4,1.8,Front-Wheel Drive,9,Regular,Nissan,39.8602,56.2133,Midsize Cars,2013,N,15,96,A
268,4,1.8,Front-Wheel Drive,8,Regular,Nissan,38.6721,55.5488,Midsize Cars,2013,N,15,96,A
362,6,3.5,Front-Wheel Drive,6,Regular,Toyota,26.2329,43.628,Midsize Cars,2013,N,16,104,A
475,8,5,Rear-Wheel Drive,4,Premium,Jaguar,19.4,34.3,Large Cars,2013,N,18,109,A
421,6,3,Rear-Wheel Drive,5,Premium,Jaguar,22.5,37.9,Large Cars,2013,N,18,102,A
413,6,3,All-Wheel Drive,6,Diesel,Mercedes-Benz,26.5,44.2,Large Cars,2013,N,16,109,A
200,4,1.4,Front-Wheel Drive,10,Premium,Volkswagen,57.5,65.3,Compact Cars,2013,Y,16,94,A
387,4,2,Rear-Wheel Drive,6,Premium,Jaguar,24.1,40.1,Midsize Cars,2013,N,18,95,A
432,8,5,All-Wheel Drive,5,Premium,Lexus,24.7,30.3,Midsize Cars,2013,Y,10,102,A
312,4,2.5,Front-Wheel Drive,7,Regular,Toyota,31.6214,49.53,Midsize Cars,2013,N,15,103,A
224,4,2.5,Front-Wheel Drive,10,Regular,Toyota,56.1,54.2,Midsize Cars,2013,Y,14,104,A
215,4,2.5,Front-Wheel Drive,10,Regular,Toyota,58.5,56.1,Midsize Cars,2013,Y,13,103,A
224,4,2.5,Front-Wheel Drive,10,Regular,Toyota,55.0636,54.554,Midsize Cars,2013,Y,13,103,A
358,6,3.5,Front-Wheel Drive,6,Regular,Toyota,27.1,43.2,Midsize Cars,2013,N,16,104,A
358,6,3.5,Front-Wheel Drive,6,Regular,Toyota,27.1,43.2,Midsize Cars,2013,N,15,103,A
129,4,2,Front-Wheel Drive,10,Regular Gas and Electricity,Ford,55,51.4,Midsize Cars,2013,Y,8,103,A
301,4,2.5,Front-Wheel Drive,7,Regular,Mazda,32.4042,52.7451,Midsize Cars,2014,N,15,100,M
291,4,2.5,Front-Wheel Drive,8,Regular,Mazda,33.9088,53.9111,Midsize Cars,2014,N,15,100,A
262,4,1.8,Front-Wheel Drive,9,Regular,Nissan,39.5358,57.0972,Midsize Cars,2013,N,15,96,A
360,6,3,All-Wheel Drive,7,Diesel,Audi,29.9399,51.4,Large Cars,2014,Y,15,107,A
588,12,5.9,Rear-Wheel Drive,2,Premium,Aston Martin,16.1279,25.7967,Subcompact Cars,2014,N,14,83,A
323,4,2,Rear-Wheel Drive,7,Premium,BMW,29.4,50.5982,Compact Cars,2013,N,13,96,M
329,4,2,All-Wheel Drive,7,Premium,BMW,29.2529,49.5988,Compact Cars,2013,N,13,96,A
354,4,2.4,Front-Wheel Drive,6,Premium,Honda,26.1,43,Compact Cars,2013,Y,12,95,M
376,6,3,Rear-Wheel Drive,6,Premium,BMW,25.1122,42.6454,Compact Cars,2014,Y,12,97,A
470,8,4.4,All-Wheel Drive,4,Premium,BMW,19.7692,33.388,Compact Cars,2014,Y,12,97,A
314,4,2,Front-Wheel Drive,7,Regular,Kia,30.8195,50.4847,Midsize Cars,2014,N,14,96,A
318,4,2,Front-Wheel Drive,7,Regular,Kia,30.9499,48.9967,Midsize Cars,2014,N,14,96,M
404,6,3.3,Front-Wheel Drive,5,Regular,Kia,23.4,37.5,Large Cars,2014,N,15,106,A
320,4,2,Rear-Wheel Drive,7,Premium,BMW,30.0817,51.0013,Compact Cars,2013,N,13,96,A
218,4,1.8,Front-Wheel Drive,8,CNG,Honda,34.4988,53.95,Compact Cars,2013,Y,6,95,A
279,4,1.8,Front-Wheel Drive,8,Regular,Honda,36.4794,55.5375,Compact Cars,2013,N,12,95,A
284,4,1.8,Front-Wheel Drive,8,Regular,Honda,36.4,51.7,Compact Cars,2013,Y,12,95,M
265,4,1.8,Front-Wheel Drive,8,Regular,Honda,37.9179,59.0136,Compact Cars,2013,N,12,95,A
200,4,1.5,Front-Wheel Drive,10,Regular,Honda,60.5262,66.4533,Compact Cars,2013,Y,11,95,A
382,6,3,All-Wheel Drive,6,Premium,BMW,24.9753,40.8737,Compact Cars,2014,Y,12,97,A
455,8,4.4,Rear-Wheel Drive,5,Premium,BMW,20.818,34.6589,Compact Cars,2014,Y,12,97,A
378,6,3.5,Front-Wheel Drive,6,Premium,Acura,24.995,43.2,Midsize Cars,2014,N,15,102,A
304,4,1.8,Front-Wheel Drive,7,Regular,Kia,33.0761,50.1242,Midsize Cars,2014,N,14,96,A
311,4,1.8,Front-Wheel Drive,7,Regular,Kia,31.4471,50.7267,Midsize Cars,2014,N,14,96,A
301,4,1.8,Front-Wheel Drive,7,Regular,Kia,32.5,52.5,Midsize Cars,2014,N,14,96,M
239,4,2.4,Front-Wheel Drive,9,Regular,Hyundai,47.7,56.4,Midsize Cars,2013,Y,12,104,A
237,4,2.4,Front-Wheel Drive,9,Regular,Hyundai,48,56.6,Midsize Cars,2013,Y,12,104,A
242,4,2.4,Front-Wheel Drive,9,Regular,Kia,47,55.2,Midsize Cars,2013,Y,11,102,A
237,4,2.4,Front-Wheel Drive,9,Regular,Kia,48,56.6,Midsize Cars,2013,Y,11,102,A
518,8,4.4,Rear-Wheel Drive,3,Premium,BMW,18.0898,30,Compact Cars,2014,Y,12,97,M
554,8,4.4,Rear-Wheel Drive,3,Premium,BMW,16.7956,28.2246,Compact Cars,2014,Y,12,97,A
401,6,3.5,All-Wheel Drive,5,Premium,Mercedes-Benz,24.7,37.9,Midsize Cars,2014,Y,13,98,A
377,6,3.5,Rear-Wheel Drive,6,Premium,Mercedes-Benz,25.9,41.1,Midsize Cars,2014,Y,13,98,A
384,6,3.5,Rear-Wheel Drive,6,Premium or E85,Mercedes-Benz,25.2,40.5,Midsize Cars,2014,Y,13,98,A
130,4,2,Front-Wheel Drive,10,Regular Gas and Electricity,Honda,64.8901,65.4497,Midsize Cars,2014,Y,9,103,A
318,4,2,Front-Wheel Drive,7,Premium,Acura,30.3,49.7,Compact Cars,2014,N,12,89,A
361,4,2.4,Front-Wheel Drive,6,Premium,Acura,26.7,42.9,Compact Cars,2014,N,12,89,M
442,8,4.7,Rear-Wheel Drive,5,Premium,Mercedes-Benz,21.7,35.3,Compact Cars,2014,Y,11,92,A
462,8,4.7,All-Wheel Drive,4,Premium,Mercedes-Benz,20.9,33.1,Compact Cars,2014,Y,11,92,A
314,4,2,Front-Wheel Drive,7,Regular,Mitsubishi,31.517,48.1793,Compact Cars,2014,N,12,93,M
307,4,2,Front-Wheel Drive,7,Regular,Mitsubishi,32.9655,48.0338,Compact Cars,2014,N,12,93,A
346,4,2.4,Front-Wheel Drive,7,Regular,Mitsubishi,28.6242,43.5672,Compact Cars,2014,N,12,93,M
344,4,2.4,Front-Wheel Drive,7,Regular,Mitsubishi,29.31,42.3785,Compact Cars,2014,N,12,93,A
437,4,2,All-Wheel Drive,5,Premium,Mitsubishi,21.9609,34.8367,Compact Cars,2014,N,12,93,A
358,4,2.4,All-Wheel Drive,6,Regular,Mitsubishi,28.3921,40.026,Compact Cars,2014,N,12,93,A
464,4,2,All-Wheel Drive,4,Premium,Mitsubishi,20.9881,31.8423,Compact Cars,2014,N,7,93,M
470,4,2,All-Wheel Drive,4,Premium,Mitsubishi,20.7103,31.0983,Compact Cars,2014,N,7,93,A
307,4,2,Front-Wheel Drive,8,Diesel,Chevrolet,34.8,66.2994,Midsize Cars,2014,N,16,94,A
382,6,3.5,All-Wheel Drive,6,Premium or E85,Mercedes-Benz,25.9,38.7,Midsize Cars,2014,Y,13,98,A
384,6,3.5,Rear-Wheel Drive,6,Premium,Mercedes-Benz,25.2,40.5,Midsize Cars,2014,Y,13,98,A
249,4,1.6,Front-Wheel Drive,9,Regular,Nissan,42.7422,58.0714,Compact Cars,2014,N,15,90,A
288,4,1.6,Front-Wheel Drive,8,Regular,Nissan,35.6822,51.1,Compact Cars,2014,N,15,90,M
292,4,1.6,Front-Wheel Drive,8,Regular,Nissan,34.7,51.7,Compact Cars,2014,N,15,90,A
364,4,2.5,Front-Wheel Drive,6,Regular,Chevrolet,26.4,43.9,Large Cars,2014,N,19,105,A
502,8,5,Rear-Wheel Drive,4,Premium,Hyundai,18.5,32,Large Cars,2014,N,16,111,A
288,4,1.6,Front-Wheel Drive,8,Regular,Ford,35.8,51.1,Subcompact Cars,2014,N,12,85,M
289,4,1.6,Front-Wheel Drive,8,Regular,Ford,35.2,52.1,Subcompact Cars,2014,N,12,85,A
228,4,1.5,Front-Wheel Drive,9,Premium,Acura,52.2461,58.4448,Compact Cars,2014,Y,12,89,A
435,8,4.7,All-Wheel Drive,5,Premium,Mercedes-Benz,22.9,34,Midsize Cars,2014,Y,13,98,A
328,4,2.5,All-Wheel Drive,7,Regular,Subaru,30.8809,45.5308,Midsize Cars,2014,N,15,103,A
369,4,2,Front-Wheel Drive,6,Regular,Buick,25.7,43.8,Compact Cars,2014,N,14,91,M
341,4,2.5,Rear-Wheel Drive,7,Regular,Cadillac,28.5,45.9,Compact Cars,2014,N,10,91,A
364,4,2,Rear-Wheel Drive,6,Regular,Cadillac,26.3,43.6,Compact Cars,2014,N,10,91,A
396,6,3.5,Rear-Wheel Drive,5,Premium,Lexus,24.3,38,Compact Cars,2014,N,11,90,A
413,6,3.5,All-Wheel Drive,5,Premium,Lexus,23.5485,36.0683,Compact Cars,2014,N,11,90,A
361,6,2.5,Rear-Wheel Drive,6,Premium,Lexus,26.8,42.4,Compact Cars,2014,N,11,90,A
389,6,2.5,All-Wheel Drive,6,Premium,Lexus,25.2,38,Compact Cars,2014,N,11,90,A
378,6,3.5,Rear-Wheel Drive,6,Premium,Mercedes-Benz,25.7882,40.4148,Compact Cars,2014,Y,12,88,A
398,6,3.5,All-Wheel Drive,5,Premium,Mercedes-Benz,24.2,36.8,Compact Cars,2014,Y,12,88,A
382,6,3.5,Rear-Wheel Drive,6,Premium or E85,Mercedes-Benz,25.2,40.2,Compact Cars,2014,Y,12,88,A
469,8,5.5,Rear-Wheel Drive,4,Premium,Mercedes-Benz,19.2,32,Compact Cars,2014,Y,11,92,A
469,8,5.5,Rear-Wheel Drive,4,Premium,Mercedes-Benz,19.2,32,Compact Cars,2014,Y,11,92,A
425,6,3,All-Wheel Drive,5,Regular,Volvo,22.4,34.6,Compact Cars,2014,N,14,92,A
362,5,2.5,Front-Wheel Drive,6,Regular,Volvo,26.5,42.4,Compact Cars,2014,N,14,92,A
375,5,2.5,All-Wheel Drive,6,Regular,Volvo,25.5,39.7,Compact Cars,2014,N,14,92,A
518,8,4.4,Rear-Wheel Drive,3,Premium,BMW,18.0898,30,Midsize Cars,2014,Y,14,102,M
554,8,4.4,Rear-Wheel Drive,3,Premium,BMW,16.7956,28.2246,Midsize Cars,2014,Y,14,102,A
291,4,1.4,Front-Wheel Drive,8,Regular,Chevrolet,33.7,55,Midsize Cars,2014,N,16,94,A
296,4,1.4,Front-Wheel Drive,8,Regular,Chevrolet,33.3,53.4,Midsize Cars,2014,N,16,94,A
305,4,1.8,Front-Wheel Drive,7,Regular,Chevrolet,32,51.4,Midsize Cars,2014,N,16,94,M
333,4,1.8,Front-Wheel Drive,7,Regular,Chevrolet,28.5,49.1,Midsize Cars,2014,N,16,94,A
382,6,3.5,All-Wheel Drive,6,Premium,Mercedes-Benz,25.9,38.7,Midsize Cars,2014,Y,13,98,A
475,8,5.5,Rear-Wheel Drive,4,Premium,Mercedes-Benz,19.2,31.5,Midsize Cars,2014,N,13,98,A
475,8,5.5,Rear-Wheel Drive,4,Premium,Mercedes-Benz,19.2,31.5,Midsize Cars,2014,N,13,98,A
366,4,2.5,All-Wheel Drive,6,Regular,Subaru,26.8,40.6,Midsize Cars,2014,N,15,103,M
442,6,3.6,All-Wheel Drive,5,Regular,Subaru,22.1338,34.5319,Midsize Cars,2014,N,15,103,A
390,6,3.6,Front-Wheel Drive,6,Premium,Volkswagen,23.9,37.3,Midsize Cars,2014,N,16,102,A
381,6,3.2,Front-Wheel Drive,6,Regular,Volvo,24.8,40.5,Midsize Cars,2014,N,15,98,A
425,6,3,All-Wheel Drive,5,Regular,Volvo,22.4,34.6,Midsize Cars,2014,N,15,98,A
447,6,3.6,All-Wheel Drive,5,Regular,Cadillac,20.9,36,Large Cars,2014,N,18,104,A
446,6,3.5,All-Wheel Drive,5,Regular,Ford,21.4,35.6,Large Cars,2014,N,20,102,A
344,4,2,Front-Wheel Drive,7,Regular,Ford,28.5,46.6,Large Cars,2014,N,20,102,A
392,6,3.5,Front-Wheel Drive,6,Gasoline or E85,Ford,24.3428,40.2402,Large Cars,2014,N,20,102,A
425,6,3.5,All-Wheel Drive,5,Gasoline or E85,Ford,22.7,36,Large Cars,2014,N,20,102,A
425,6,3.5,All-Wheel Drive,5,Regular,Ford,22.7,36,Large Cars,2014,N,20,102,A
392,6,3.5,Front-Wheel Drive,6,Regular,Ford,24.3428,40.2402,Large Cars,2014,N,20,102,A
