co2TailpipeGpm,cylinders,displ,drive,feScore,fuelType,make,UCity,UHighway,VClass,year,startStop,lv4,pv4,am
446,6,3.5,All-Wheel Drive,5,Regular,Lincoln,21.4,35.6,Large Cars,2014,N,18,105,A
424,6,3.7,All-Wheel Drive,5,Regular,Lincoln,22.6,36.5,Large Cars,2014,N,18,105,A
400,6,3.7,Front-Wheel Drive,5,Regular,Lincoln,23.9444,39.3329,Large Cars,2014,N,18,105,A
345,4,2,All-Wheel Drive,7,Premium,BMW,27.3663,48.0322,Compact Cars,2013,N,13,96,M
500,8,5,Rear-Wheel Drive,4,Premium or E85,Jaguar,18.6,31.9,Midsize Cars,2013,N,18,95,A
475,8,5,Rear-Wheel Drive,4,Premium or E85,Jaguar,19.4,34.3,Large Cars,2013,N,18,109,A
504,8,5,Rear-Wheel Drive,4,Premium or E85,Jaguar,18.4,32,Large Cars,2013,N,18,102,A
504,8,5,Rear-Wheel Drive,4,Premium or E85,Jaguar,18.4,32,Large Cars,2013,N,18,109,A
264,4,1.2,Front-Wheel Drive,8,Regular,Chevrolet,39.9,55,Subcompact Cars,2014,N,11,86,A
258,4,1.2,Front-Wheel Drive,8,Regular,Chevrolet,41,55.9,Subcompact Cars,2014,N,11,86,M
413,6,3,All-Wheel Drive,5,Premium,Audi,22.4,35.8,Compact Cars,2014,N,13,90,A
439,6,3,All-Wheel Drive,5,Premium,Audi,20,33.4,Compact Cars,2014,N,13,90,M
377,4,2,All-Wheel Drive,6,Premium or E85,Audi,25.805,40.5698,Compact Cars,2014,N,12,91,A
333,4,2,Front-Wheel Drive,7,Premium,Audi,30.1192,44.4335,Compact Cars,2014,N,12,91,A
343,4,2,All-Wheel Drive,7,Premium,Audi,27.624,43.9699,Compact Cars,2014,N,12,91,M
371,4,2,Front-Wheel Drive,6,Regular,Buick,26,42,Compact Cars,2014,N,14,91,A
361,4,2.4,Front-Wheel Drive,6,Regular,Buick,26.3,44.5,Compact Cars,2014,N,14,91,A
427,6,3.6,All-Wheel Drive,5,Regular,Cadillac,22.5,36.3,Compact Cars,2014,N,10,91,A
384,4,2,All-Wheel Drive,6,Regular,Cadillac,25.1,40.6,Compact Cars,2014,N,10,91,A
387,4,2,Rear-Wheel Drive,6,Regular,Cadillac,24.4,41.8,Compact Cars,2014,N,10,91,M
410,6,3.6,Rear-Wheel Drive,5,Regular,Cadillac,23.1,39,Compact Cars,2014,N,10,91,A
313,4,1.8,Front-Wheel Drive,7,Regular,Chevrolet,31.4345,49.7376,Compact Cars,2014,N,12,91,A
403,6,3.5,All-Wheel Drive,5,Premium or E85,Mercedes-Benz,24.3638,37.0272,Compact Cars,2014,Y,12,88,A
496,8,5.5,All-Wheel Drive,4,Premium,Mercedes-Benz,19.4,30.3,Compact Cars,2014,Y,11,92,A
496,8,5.5,All-Wheel Drive,4,Premium,Mercedes-Benz,19.4,30.3,Compact Cars,2014,Y,11,92,A
297,4,2,Front-Wheel Drive,8,Diesel,Volkswagen,39.0952,59.2783,Compact Cars,2014,N,16,94,A
298,4,2,Front-Wheel Drive,8,Diesel,Volkswagen,38.7301,59.7524,Compact Cars,2014,N,16,94,M
424,8,4,All-Wheel Drive,5,Premium,Audi,21.7885,38.4,Midsize Cars,2014,Y,15,100,A
475,8,4,All-Wheel Drive,4,Premium,Audi,19,33.3,Midsize Cars,2014,N,15,100,A
441,8,4,All-Wheel Drive,5,Premium,Audi,20.7158,35.0541,Midsize Cars,2014,N,16,98,A
420,6,3,All-Wheel Drive,5,Premium,Audi,22.3364,37.2698,Midsize Cars,2014,Y,15,100,A
412,6,3,All-Wheel Drive,5,Premium,Audi,23.1369,38.1,Midsize Cars,2014,N,16,98,A
320,4,2,Front-Wheel Drive,7,Premium,Audi,31.4,46.9,Midsize Cars,2014,N,16,98,A
386,4,2,All-Wheel Drive,6,Premium,Audi,24.8,40.5,Midsize Cars,2014,N,16,98,A
422,6,3.6,Front-Wheel Drive,5,Gasoline or E85,Buick,23.6,40.2,Midsize Cars,2014,N,16,100,A
308,4,2.4,Front-Wheel Drive,7,Regular,Buick,31.5,51.2,Midsize Cars,2014,Y,13,98,A
308,4,2.4,Front-Wheel Drive,7,Regular,Buick,31.5,51.2,Midsize Cars,2014,Y,16,100,A
437,6,3.6,All-Wheel Drive,5,Gasoline or E85,Buick,21.4,36.8,Midsize Cars,2014,N,16,100,A
427,6,3.6,All-Wheel Drive,5,Regular,Cadillac,22.5,36.3,Midsize Cars,2014,N,13,97,A
430,6,3.6,All-Wheel Drive,5,Regular,Cadillac,22.1,36.5,Midsize Cars,2014,N,14,97,A
421,6,3.6,Rear-Wheel Drive,5,Regular,Cadillac,22.4,37.9,Midsize Cars,2014,N,15,99,A
371,4,2,Front-Wheel Drive,6,Regular,Chevrolet,26,42,Midsize Cars,2014,N,16,100,A
308,4,2.4,Front-Wheel Drive,7,Regular,Chevrolet,31.5,51.2,Midsize Cars,2014,Y,16,100,A
313,4,1.8,Front-Wheel Drive,7,Regular,Chevrolet,31.4345,49.7376,Midsize Cars,2014,N,19,91,A
336,6,3.5,Rear-Wheel Drive,7,Premium,Mercedes-Benz,31.3974,41.9549,Midsize Cars,2014,Y,13,98,A
460,8,4,All-Wheel Drive,4,Premium,Audi,19.8586,33.9,Large Cars,2014,Y,15,107,A
420,6,3,All-Wheel Drive,5,Premium,Audi,22.3364,37.2698,Large Cars,2014,Y,15,107,A
565,12,6.3,All-Wheel Drive,3,Premium,Audi,15.9,25.7,Large Cars,2014,N,15,107,A
475,6,3.6,All-Wheel Drive,4,Premium,Cadillac,19.8,33.2,Large Cars,2014,N,18,104,A
308,4,2.4,Front-Wheel Drive,7,Regular,Chevrolet,31.5,51.2,Large Cars,2014,Y,19,105,A
408,6,3.6,Front-Wheel Drive,5,Gasoline or E85,Chevrolet,22.3,41.6,Large Cars,2014,N,19,105,A
442,6,3,Rear-Wheel Drive,5,Premium,Jaguar,20.7,37.9,Large Cars,2013,N,18,109,A
275,4,2.5,Front-Wheel Drive,8,Regular,Mazda,36.3466,56.8478,Midsize Cars,2014,N,15,100,A
281,4,1.6,Front-Wheel Drive,8,Regular,Ford,36.2,54.3,Subcompact Cars,2014,N,12,85,A
301,4,1.8,Front-Wheel Drive,8,Regular,Chevrolet,33.9,49.2,Compact Cars,2014,N,12,91,M
377,6,3.5,Rear-Wheel Drive,6,Premium,Mercedes-Benz,25.2,40.2,Compact Cars,2014,Y,12,88,A
424,4,2.5,All-Wheel Drive,5,Premium,Subaru,23.4559,34.4675,Compact Cars,2014,N,12,96,M
468,4,2.5,All-Wheel Drive,4,Premium,Subaru,20.8845,31.4599,Compact Cars,2014,N,12,96,M
303,4,1.8,Front-Wheel Drive,8,Regular,Volkswagen,32.382,49.523,Compact Cars,2014,N,16,94,M
308,4,1.8,Front-Wheel Drive,7,Regular,Volkswagen,31.4506,49.1933,Compact Cars,2014,N,16,94,A
334,4,2,Front-Wheel Drive,7,Premium,Volkswagen,29.5629,44.4634,Compact Cars,2014,N,16,94,A
338,4,2,Front-Wheel Drive,7,Premium,Volkswagen,28.2818,45.1635,Compact Cars,2014,N,16,94,M
344,4,2,Front-Wheel Drive,6,Regular,Volkswagen,28.1,41.499,Compact Cars,2014,N,16,94,A
316,4,2,Front-Wheel Drive,7,Regular,Volkswagen,28.8,46.2,Compact Cars,2014,N,16,94,M
349,6,3,All-Wheel Drive,7,Diesel,Audi,30.6987,52.4,Midsize Cars,2014,Y,16,98,A
404,4,2,All-Wheel Drive,5,Regular,Cadillac,25.1,40.6,Midsize Cars,2014,N,13,97,A
381,4,2,Rear-Wheel Drive,6,Regular,Cadillac,25,41.8,Midsize Cars,2014,N,13,97,A
301,4,1.8,Front-Wheel Drive,8,Regular,Chevrolet,33.9,49.2,Midsize Cars,2014,N,19,91,M
382,6,3.7,Rear-Wheel Drive,6,Premium,Infiniti,24.9984,41.6998,Midsize Cars,2014,N,14,102,A
387,6,3.7,Rear-Wheel Drive,6,Premium,Infiniti,24.7527,41.0052,Midsize Cars,2014,N,14,100,A
409,6,3.7,All-Wheel Drive,5,Premium,Infiniti,23.5,38.1997,Midsize Cars,2014,N,14,102,A
410,6,3.7,All-Wheel Drive,5,Premium,Infiniti,23.4418,37.7843,Midsize Cars,2014,N,14,100,A
475,8,5.5,All-Wheel Drive,4,Premium,Mercedes-Benz,20.1,31.7,Midsize Cars,2014,Y,13,98,A
498,8,5.5,All-Wheel Drive,4,Premium,Mercedes-Benz,19.1,30.2,Midsize Cars,2014,Y,13,98,A
290,4,2,Front-Wheel Drive,8,Diesel,Volkswagen,37.9,56.8,Midsize Cars,2014,N,16,102,A
289,4,2,Front-Wheel Drive,9,Diesel,Volkswagen,38.2,62.8,Midsize Cars,2014,N,16,102,M
317,4,1.8,Front-Wheel Drive,7,Regular,Volkswagen,30.2365,48.2157,Midsize Cars,2014,N,16,102,M
323,4,1.8,Front-Wheel Drive,7,Regular,Volkswagen,30.1774,47.9731,Midsize Cars,2014,N,16,102,A
350,5,2.5,Front-Wheel Drive,6,Regular,Volkswagen,27.0521,40.8408,Midsize Cars,2014,N,16,102,A
337,5,2.5,Front-Wheel Drive,7,Regular,Volkswagen,26.1092,42.8028,Midsize Cars,2014,N,16,102,M
415,6,3.6,Front-Wheel Drive,5,Regular,Chevrolet,22.4585,39.2487,Large Cars,2014,N,19,105,A
399,6,3.6,Front-Wheel Drive,5,Gasoline or E85,Chevrolet,23.6,40.2,Large Cars,2014,N,19,105,A
289,4,2,Front-Wheel Drive,8,Regular,Ford,35.2,52.4,Compact Cars,2014,N,13,90,A
289,4,2,Front-Wheel Drive,8,Regular,Ford,35.1493,52.356,Compact Cars,2014,N,13,90,A
300,4,2,Front-Wheel Drive,8,Regular,Ford,33.5,50.4,Compact Cars,2014,N,13,90,M
337,4,2,Front-Wheel Drive,7,Regular,Ford,29.5,44.9,Compact Cars,2014,N,13,90,M
292,4,2,Front-Wheel Drive,8,Gasoline or E85,Ford,34.2,52.6,Compact Cars,2014,N,13,90,A
292,4,2,Front-Wheel Drive,8,Gasoline or E85,Ford,34.186,52.5508,Compact Cars,2014,N,13,90,A
300,4,2,Front-Wheel Drive,8,Gasoline or E85,Ford,33.4,50.5,Compact Cars,2014,N,13,90,M
578,8,6.2,Rear-Wheel Drive,2,Premium,Mercedes-Benz,16.3,26.7,Subcompact Cars,2014,N,12,81,A
320,4,2,Rear-Wheel Drive,7,Premium,BMW,30.0597,50.9798,Compact Cars,2014,Y,13,96,A
329,4,2,All-Wheel Drive,7,Premium,BMW,29.2529,49.4272,Compact Cars,2014,Y,13,96,A
349,6,3,Rear-Wheel Drive,6,Premium,BMW,27.4506,45.7986,Compact Cars,2014,Y,13,96,A
375,6,3,All-Wheel Drive,6,Premium,BMW,25.3925,42.5746,Compact Cars,2014,Y,13,96,A
279,4,2,Rear-Wheel Drive,9,Diesel,BMW,41.5772,64.7919,Compact Cars,2014,N,13,96,A
288,4,2,All-Wheel Drive,9,Diesel,BMW,40.558,60.8695,Compact Cars,2014,N,13,96,A
271,4,1.4,Front-Wheel Drive,8,Regular,Chevrolet,37.1,56.8,Compact Cars,2014,N,12,91,M
291,4,1.4,Front-Wheel Drive,8,Regular,Chevrolet,34.8,51.9,Compact Cars,2014,N,12,91,A
298,4,1.4,Front-Wheel Drive,8,Regular,Chevrolet,35,48,Compact Cars,2014,N,12,91,M
314,4,1.4,Front-Wheel Drive,7,Regular,Chevrolet,32.1,47.7,Compact Cars,2014,N,12,91,A
273,4,2,Front-Wheel Drive,8,Gasoline or E85,Ford,36.4,57.6,Compact Cars,2014,N,13,90,A
277,6,3.5,Rear-Wheel Drive,8,Premium,Infiniti,37.7958,52.0327,Compact Cars,2014,Y,9,100,A
292,6,3.5,Rear-Wheel Drive,8,Premium,Infiniti,36.5997,47.8487,Compact Cars,2014,Y,9,100,A
288,6,3.5,All-Wheel Drive,8,Premium,Infiniti,36.2444,50,Compact Cars,2014,Y,9,100,A
311,6,3.5,All-Wheel Drive,7,Premium,Infiniti,34.7482,43.5991,Compact Cars,2014,Y,9,100,A
352,4,1.8,Rear-Wheel Drive,6,Premium,Mercedes-Benz,27.4,44.3,Compact Cars,2014,N,12,88,A
578,8,6.2,Rear-Wheel Drive,2,Premium,Mercedes-Benz,16.3,26.7,Compact Cars,2014,N,12,88,A
332,4,2,Rear-Wheel Drive,7,Premium,BMW,29.314,47.41,Midsize Cars,2014,Y,14,102,A
376,6,3,Rear-Wheel Drive,6,Premium,BMW,25.1122,42.6454,Midsize Cars,2014,Y,14,102,A
558,8,6.2,Rear-Wheel Drive,3,Premium,Cadillac,17.4,26,Midsize Cars,2014,N,15,99,M
558,8,6.2,Rear-Wheel Drive,3,Premium,Cadillac,17.4,26,Midsize Cars,2014,N,16,100,M
630,8,6.2,Rear-Wheel Drive,2,Premium,Cadillac,14.6011,24.9661,Midsize Cars,2014,N,15,99,A
630,8,6.2,Rear-Wheel Drive,2,Premium,Cadillac,14.6011,24.9661,Midsize Cars,2014,N,16,100,A
293,4,1.4,Front-Wheel Drive,8,Regular,Chevrolet,33.7,53.5,Midsize Cars,2014,N,16,94,M
269,4,1.4,Front-Wheel Drive,8,Regular,Chevrolet,36.5,60.2,Midsize Cars,2014,N,16,94,M
271,4,1.4,Front-Wheel Drive,8,Regular,Chevrolet,37.1,56.8,Midsize Cars,2014,N,19,91,M
291,4,1.4,Front-Wheel Drive,8,Regular,Chevrolet,34.8,51.9,Midsize Cars,2014,N,19,91,A
298,4,1.4,Front-Wheel Drive,8,Regular,Chevrolet,35,48,Midsize Cars,2014,N,19,91,M
314,4,1.4,Front-Wheel Drive,7,Regular,Chevrolet,32.1,47.7,Midsize Cars,2014,N,19,91,A
323,4,1.5,Front-Wheel Drive,7,Regular,Ford,29.6252,50.3793,Midsize Cars,2014,N,16,100,A
303,4,1.6,Front-Wheel Drive,7,Regular,Ford,32.4791,52.2114,Midsize Cars,2014,N,16,100,M
354,4,2,All-Wheel Drive,6,Regular,Ford,27.5903,44.181,Midsize Cars,2014,N,16,100,A
340,4,2,Front-Wheel Drive,7,Regular,Ford,28.5,46.6,Midsize Cars,2014,N,16,100,A
339,4,2.5,Front-Wheel Drive,7,Regular,Ford,28.296,47.3846,Midsize Cars,2014,N,16,100,A
129,4,2,Front-Wheel Drive,10,Regular Gas and Electricity,Ford,55,51.4,Midsize Cars,2014,Y,8,103,A
387,4,2,Rear-Wheel Drive,6,Premium,Jaguar,24.1,40.1,Midsize Cars,2014,N,18,95,A
354,4,2,All-Wheel Drive,6,Regular,Lincoln,27.5903,44.181,Midsize Cars,2014,N,16,99,A
340,4,2,Front-Wheel Drive,7,Regular,Lincoln,28.5,46.6,Midsize Cars,2014,N,16,99,A
429,6,3.7,All-Wheel Drive,5,Regular,Lincoln,22.5,35.6,Midsize Cars,2014,N,16,99,A
408,6,3.7,Front-Wheel Drive,5,Regular,Lincoln,23.3,38.6,Midsize Cars,2014,N,16,99,A
418,6,3,All-Wheel Drive,5,Premium,BMW,23.1166,36.9968,Large Cars,2014,Y,10,112,A
396,6,3,Rear-Wheel Drive,5,Premium,BMW,24.0688,40.1394,Large Cars,2014,Y,14,107,A
396,6,3,Rear-Wheel Drive,5,Premium,BMW,24.0688,40.1394,Large Cars,2014,Y,14,115,A
548,8,3.8,Rear-Wheel Drive,3,Premium,Maserati,16.5498,30.5264,Large Cars,2014,N,19,114,A
379,6,3,Rear-Wheel Drive,6,Premium,BMW,25.2264,41.9655,Compact Cars,2014,Y,13,96,M
379,6,3,Rear-Wheel Drive,6,Premium,BMW,25.2264,41.9655,Midsize Cars,2014,Y,14,102,M
400,6,3,All-Wheel Drive,5,Premium,BMW,23.9374,39.0499,Large Cars,2014,Y,14,115,A
420,6,3.5,Rear-Wheel Drive,5,Premium,Lotus,21.4739,34.6744,Minicompact Cars,2014,N,2,48,M
433,6,3.5,Rear-Wheel Drive,5,Premium,Lotus,20.8037,33.7799,Minicompact Cars,2014,N,2,48,M
396,6,3.5,Rear-Wheel Drive,5,Premium,Lotus,23.358,37.8423,Minicompact Cars,2014,N,2,48,A
402,6,3.5,Rear-Wheel Drive,5,Premium,Lotus,22.4536,37.5581,Minicompact Cars,2014,N,2,48,A
323,4,2,Rear-Wheel Drive,7,Premium,BMW,29.1503,50.1488,Compact Cars,2014,Y,13,96,A
337,4,2,Rear-Wheel Drive,7,Premium,BMW,28.2155,48.3887,Compact Cars,2014,Y,13,96,M
343,4,2,All-Wheel Drive,7,Premium,BMW,28.3857,46.9347,Compact Cars,2014,Y,13,96,A
322,4,2,Rear-Wheel Drive,7,Premium,BMW,29.4,50.6984,Compact Cars,2014,Y,13,96,M
390,6,3,All-Wheel Drive,6,Premium,BMW,24.8538,39.7494,Compact Cars,2014,Y,13,96,M
319,4,2,All-Wheel Drive,7,Regular,Subaru,31.5315,47.3561,Compact Cars,2014,N,12,96,M
296,4,2,All-Wheel Drive,8,Regular,Subaru,34.5736,50.2738,Compact Cars,2014,N,12,96,A
200,4,1.4,Front-Wheel Drive,10,Premium,Volkswagen,57.5,65.3,Compact Cars,2014,Y,16,94,A
343,4,2,All-Wheel Drive,7,Premium,BMW,28.3857,46.9347,Midsize Cars,2014,Y,14,102,A
382,6,3,All-Wheel Drive,6,Premium,BMW,24.9753,40.8737,Midsize Cars,2014,Y,14,102,A
337,6,3,Rear-Wheel Drive,8,Diesel,BMW,33.2299,54.373,Midsize Cars,2014,N,14,102,A
340,6,3,All-Wheel Drive,8,Diesel,BMW,33.3652,52.5238,Midsize Cars,2014,N,14,102,A
455,8,4.4,Rear-Wheel Drive,5,Premium,BMW,20.818,34.6589,Midsize Cars,2014,Y,14,102,A
466,8,4.4,All-Wheel Drive,4,Premium,BMW,20.3173,33.9243,Midsize Cars,2014,N,14,102,A
415,6,3.6,Front-Wheel Drive,5,Regular,Buick,22.4585,39.2487,Midsize Cars,2014,N,16,100,A
371,4,2,Front-Wheel Drive,6,Regular,Buick,26,42,Midsize Cars,2014,N,13,98,A
379,4,2.4,Front-Wheel Drive,6,Regular,Buick,24.5,43.6,Midsize Cars,2014,N,13,98,A
369,4,2,Front-Wheel Drive,6,Regular,Buick,25.7,43.8,Midsize Cars,2014,N,13,98,M
369,4,2.4,Front-Wheel Drive,6,Regular,Chrysler,26.5,41.5,Midsize Cars,2014,N,14,100,A
377,4,2.4,Front-Wheel Drive,6,Regular,Chrysler,24.8,43.5,Midsize Cars,2014,N,14,100,A
397,6,3.6,Front-Wheel Drive,5,Gasoline or E85,Chrysler,23.7,40.5,Midsize Cars,2014,N,14,100,A
369,4,2.4,Front-Wheel Drive,6,Regular,Dodge,26.5,41.5,Midsize Cars,2014,N,13,100,A
377,4,2.4,Front-Wheel Drive,6,Regular,Dodge,24.8,43.5,Midsize Cars,2014,N,13,100,A
397,6,3.6,Front-Wheel Drive,5,Gasoline or E85,Dodge,23.7,40.5,Midsize Cars,2014,N,13,100,A
500,8,5,Rear-Wheel Drive,4,Premium,Jaguar,18.6437,31.8935,Midsize Cars,2014,Y,18,95,A
461,6,3,All-Wheel Drive,4,Premium,Jaguar,19.9,35.9,Midsize Cars,2014,Y,18,95,A
488,6,3,All-Wheel Drive,4,Premium,Maserati,18.7,34.705,Midsize Cars,2014,N,10,108,A
403,6,3,Rear-Wheel Drive,5,Premium,BMW,23.9032,38.5281,Large Cars,2014,Y,10,112,A
465,8,4.4,Rear-Wheel Drive,4,Premium,BMW,20.2565,34.1756,Large Cars,2014,Y,10,112,A
470,8,4.4,All-Wheel Drive,4,Premium,BMW,19.7692,33.388,Large Cars,2014,Y,10,112,A
455,8,4.4,Rear-Wheel Drive,5,Premium,BMW,20.818,34.6589,Large Cars,2014,Y,14,107,A
465,8,4.4,Rear-Wheel Drive,4,Premium,BMW,20.2565,34.1756,Large Cars,2014,Y,14,115,A
470,8,4.4,All-Wheel Drive,4,Premium,BMW,19.7692,33.388,Large Cars,2014,Y,14,107,A
470,8,4.4,All-Wheel Drive,4,Premium,BMW,19.7692,33.388,Large Cars,2014,Y,14,115,A
465,8,4.4,Rear-Wheel Drive,4,Premium,BMW,20.2565,34.1756,Large Cars,2014,Y,14,107,A
465,8,4.4,Rear-Wheel Drive,4,Premium,BMW,20.2565,34.1756,Large Cars,2014,Y,14,115,A
470,8,4.4,All-Wheel Drive,4,Premium,BMW,19.7692,33.388,Large Cars,2014,Y,14,107,A
470,8,4.4,All-Wheel Drive,4,Premium,BMW,19.7692,33.388,Large Cars,2014,Y,14,115,A
586,12,6,Rear-Wheel Drive,2,Premium,BMW,15.5,28.2,Large Cars,2014,N,14,115,A
415,6,3.6,Front-Wheel Drive,5,Regular,Cadillac,22.4584,39.2483,Large Cars,2014,N,18,104,A
487,8,5.7,Rear-Wheel Drive,4,Midgrade,Chrysler,18.6,34.2,Large Cars,2014,N,16,106,A
413,6,3.6,All-Wheel Drive,5,Regular,Chrysler,23,38.1,Large Cars,2014,N,16,106,A
413,6,3.6,All-Wheel Drive,5,Gasoline or E85,Chrysler,23,38.1,Large Cars,2014,N,16,106,A
503,8,5.7,All-Wheel Drive,4,Midgrade,Chrysler,18.1499,32.5997,Large Cars,2014,N,16,106,A
421,6,3.6,Rear-Wheel Drive,5,Regular,Dodge,22.3,37.9,Large Cars,2014,N,16,105,A
421,6,3.6,Rear-Wheel Drive,5,Gasoline or E85,Dodge,22.3,37.9,Large Cars,2014,N,16,105,A
487,8,5.7,Rear-Wheel Drive,4,Midgrade,Dodge,18.6,34.2,Large Cars,2014,N,16,105,A
413,6,3.6,All-Wheel Drive,5,Regular,Dodge,23,38.1,Large Cars,2014,N,16,105,A
413,6,3.6,All-Wheel Drive,5,Gasoline or E85,Dodge,23,38.1,Large Cars,2014,N,16,105,A
503,8,5.7,All-Wheel Drive,4,Midgrade,Dodge,18.1499,32.5997,Large Cars,2014,N,16,105,A
504,8,5,Rear-Wheel Drive,4,Premium,Jaguar,18.4,32,Large Cars,2014,Y,18,102,A
504,8,5,Rear-Wheel Drive,4,Premium,Jaguar,18.4,32,Large Cars,2014,Y,18,109,A
468,6,3,All-Wheel Drive,4,Premium,Jaguar,20,34.1,Large Cars,2014,Y,18,102,A
471,6,3,All-Wheel Drive,4,Premium,Jaguar,19.9,34,Large Cars,2014,Y,18,109,A
493,6,3,All-Wheel Drive,4,Premium,Maserati,18.5995,33.8044,Large Cars,2014,N,19,114,A
638,12,6.7,Rear-Wheel Drive,2,Premium,Rolls-Royce,13.9,25.6,Large Cars,2014,N,14,113,A
637,12,6.7,Rear-Wheel Drive,2,Premium,Rolls-Royce,13.9,25.3,Large Cars,2014,N,14,125,A
580,12,6.6,Rear-Wheel Drive,2,Premium,Rolls-Royce,15.1,26.4,Large Cars,2014,N,14,111,A
580,12,6.6,Rear-Wheel Drive,2,Premium,Rolls-Royce,15.1,26.4,Large Cars,2014,N,14,117,A
262,4,2,Front-Wheel Drive,8,Regular,Mazda,39.1,58.3,Compact Cars,2014,N,12,96,A
265,4,2,Front-Wheel Drive,8,Regular,Mazda,38.2,58,Compact Cars,2014,N,12,96,M
285,4,2.5,Front-Wheel Drive,8,Regular,Nissan,35.0598,54.3708,Midsize Cars,2014,N,15,102,A
350,6,3.5,Front-Wheel Drive,6,Regular,Nissan,27.7267,44.3669,Midsize Cars,2014,N,15,102,A
277,4,2.5,Front-Wheel Drive,8,Regular,Mazda,36.3419,55.2422,Compact Cars,2014,N,12,96,A
275,4,2.5,Front-Wheel Drive,8,Regular,Mazda,36.9047,55.721,Compact Cars,2014,N,12,96,A
393,6,3.5,All-Wheel Drive,5,Premium,Mercedes-Benz,24.9,37.9,Compact Cars,2014,Y,12,88,A
405,4,2,All-Wheel Drive,5,Regular,Buick,23.9,37.9,Midsize Cars,2014,N,13,98,A
309,4,2.5,Front-Wheel Drive,7,Regular,Toyota,32,50,Midsize Cars,2014,N,15,103,A
215,4,2.5,Front-Wheel Drive,9,Regular,Toyota,58.5,56.1,Midsize Cars,2014,Y,13,103,A
224,4,2.5,Front-Wheel Drive,9,Regular,Toyota,55.0738,54.5626,Midsize Cars,2014,Y,13,103,A
358,6,3.5,Front-Wheel Drive,6,Regular,Toyota,27.1,43.2,Midsize Cars,2014,N,15,103,A
538,8,6.2,Rear-Wheel Drive,3,Regular,Chevrolet,17.4,29.3,Large Cars,2014,N,17,112,A
386,6,3.6,Rear-Wheel Drive,6,Regular,Chrysler,23.9,43.1,Large Cars,2014,N,16,106,A
386,6,3.6,Rear-Wheel Drive,6,Gasoline or E85,Chrysler,23.9,43.1,Large Cars,2014,N,16,106,A
521,8,6.4,Rear-Wheel Drive,3,Premium,Chrysler,17.4,31.8,Large Cars,2014,N,16,106,A
386,6,3.6,Rear-Wheel Drive,6,Regular,Dodge,23.9,43.1,Large Cars,2014,N,16,105,A
386,6,3.6,Rear-Wheel Drive,6,Gasoline or E85,Dodge,23.9,43.1,Large Cars,2014,N,16,105,A
521,8,6.4,Rear-Wheel Drive,3,Premium,Dodge,17.4,31.8,Large Cars,2014,N,16,105,A
688,8,6.8,Rear-Wheel Drive,1,Premium,Bentley,12.9,21.8,Midsize Cars,2014,N,11,101,A
307,4,2.5,Front-Wheel Drive,7,Regular,Chevrolet,32.4254,51.8504,Midsize Cars,2014,Y,16,100,A
209,4,2,Front-Wheel Drive,9,Regular,Ford,60.3697,58.3165,Midsize Cars,2014,Y,16,101,A
304,4,2.4,Front-Wheel Drive,7,Regular,Honda,33.5744,48.5295,Midsize Cars,2014,N,16,103,A
362,6,3.5,Front-Wheel Drive,6,Regular,Honda,26.0702,45.1834,Midsize Cars,2014,N,16,103,A
413,6,3.5,Front-Wheel Drive,5,Regular,Honda,22.7499,39.2494,Midsize Cars,2014,N,16,103,M
233,4,2,Front-Wheel Drive,9,Regular,Lincoln,60.3697,58.3165,Midsize Cars,2014,Y,12,99,A
346,4,2.4,Front-Wheel Drive,7,Premium,Acura,28.1,44.3,Compact Cars,2014,N,14,95,A
370,4,2.4,Front-Wheel Drive,6,Premium,Acura,26.5,40.9,Compact Cars,2014,N,14,95,M
392,6,3.5,Front-Wheel Drive,6,Premium,Acura,24.5,39.5,Compact Cars,2014,N,14,95,A
210,4,1.3,Front-Wheel Drive,9,Regular,Honda,55.4695,63.3594,Compact Cars,2014,Y,16,85,A
209,4,1.3,Front-Wheel Drive,9,Regular,Honda,55.6,63.5794,Compact Cars,2014,Y,16,85,A
238,3,1.2,Front-Wheel Drive,9,Regular,Mitsubishi,44.4503,60.7107,Compact Cars,2014,N,17,86,M
222,3,1.2,Front-Wheel Drive,9,Regular,Mitsubishi,49.4465,63.3897,Compact Cars,2014,N,17,86,A
383,6,3.5,Front-Wheel Drive,6,Premium,Acura,25.1,40.7,Midsize Cars,2014,N,13,98,A
419,6,3.7,All-Wheel Drive,5,Premium,Acura,23,36.5,Midsize Cars,2014,N,13,98,A
441,6,3.7,All-Wheel Drive,5,Premium,Acura,21.9,34.4,Midsize Cars,2014,N,13,98,M
321,4,2.4,Front-Wheel Drive,7,Regular,Honda,30.466,48.9811,Midsize Cars,2014,N,16,103,M
295,4,2.4,Front-Wheel Drive,8,Regular,Honda,34.2916,51.0284,Midsize Cars,2014,N,16,103,A
346,6,3.5,Front-Wheel Drive,7,Regular,Honda,27.0002,48.6199,Midsize Cars,2014,N,16,103,A
500,8,5,Rear-Wheel Drive,4,Premium or E85,Jaguar,18.6,31.9,Midsize Cars,2014,Y,18,95,A
426,6,3,Rear-Wheel Drive,5,Premium or E85,Jaguar,21.8,38.7,Midsize Cars,2014,Y,18,95,A
410,6,3.5,Front-Wheel Drive,5,Premium,Nissan,24.1341,36.0951,Midsize Cars,2014,N,14,96,A
504,8,5,Rear-Wheel Drive,4,Premium or E85,Jaguar,18.4,32,Large Cars,2014,Y,18,102,A
